date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,hour,dayofweek,temp_hum_product,temp_hum_ratio,humidex,temp_co2_product,Temperature_roll_mean_5,Temperature_roll_std_5,Temperature_roll_mean_30,Temperature_roll_std_30,Humidity_roll_mean_5,Humidity_roll_std_5,Humidity_roll_mean_30,Humidity_roll_std_30,CO2_roll_mean_5,CO2_roll_std_5,CO2_roll_mean_30,CO2_roll_std_30
2015-02-04 17:51:00,23.18,27.272,426.0,721.25,0.0047929881765052,1,17,2,632.16496,0.8499556871679059,21.989446833007698,16718.575,23.18,0.0,23.18,0.0,27.272,0.0,27.272,0.0,721.25,0.0,721.25,0.0
2015-02-04 17:51:59,23.15,27.2675,429.5,714.0,0.0047834409493106,1,17,2,631.242625,0.8489957462195852,21.95065527705737,16529.1,23.165,0.02121320343559723,23.165,0.02121320343559723,27.26975,0.0031819805153395844,27.26975,0.0031819805153395844,717.625,5.126524163602469,717.625,5.126524163602469
2015-02-04 17:53:00,23.15,27.245,426.0,713.5,0.0047794635244219,1,17,2,630.7217499999999,0.8496968802727545,21.947060714162575,16517.524999999998,23.159999999999997,0.017320508075689686,23.159999999999997,0.017320508075689686,27.261499999999998,0.014465476141487448,27.261499999999998,0.014465476141487448,716.25,4.337337893224368,716.25,4.337337893224368
2015-02-04 17:54:00,23.15,27.2,426.0,708.25,0.0047715088260817,1,17,2,629.68,0.8511026282710925,21.939871588372988,16395.9875,23.1575,0.015000000000000863,23.1575,0.015000000000000863,27.246125,0.032940286883995744,27.246125,0.032940286883995744,714.25,5.342440141608202,714.25,5.342440141608202
2015-02-04 17:55:00,23.1,27.2,426.0,704.5,0.0047569929333151,1,17,2,628.32,0.8492643936527965,21.87648216978636,16273.95,23.145999999999997,0.028809720581775534,23.145999999999997,0.028809720581775534,27.2369,0.03520369298809357,27.2369,0.03520369298809357,712.3,6.357574222924958,712.3,6.357574222924958
2015-02-04 17:55:59,23.1,27.2,419.0,701.0,0.0047569929333151,1,17,2,628.32,0.8492643936527965,21.87648216978636,16193.1,23.13,0.027386127875259042,23.138333333333332,0.031885210782848096,27.222500000000004,0.03181980515339389,27.23075,0.034905228834659754,708.25,5.640257086339218,710.4166666666666,7.322340245213029
2015-02-04 17:57:00,23.1,27.2,419.0,701.666666666667,0.0047569929333151,1,17,2,628.32,0.8492643936527965,21.87648216978636,16208.500000000007,23.119999999999997,0.027386127875260503,23.132857142857144,0.032513733362117145,27.208999999999996,0.020124611797498006,27.226357142857143,0.03391744178358439,705.7833333333334,5.174590697715913,709.1666666666667,7.457751373943382
2015-02-04 17:57:59,23.1,27.2,419.0,699.0,0.0047569929333151,1,17,2,628.32,0.8492643936527965,21.87648216978636,16146.900000000001,23.11,0.02236067977500306,23.12875,0.032265638511757615,27.2,0.0,27.223062499999997,0.03275497508558257,702.8833333333334,3.588949087902373,707.8958333333334,7.784135015305606
2015-02-04 17:58:59,23.1,27.2,419.0,689.333333333333,0.0047569929333151,1,17,2,628.32,0.8492643936527965,21.87648216978636,15923.599999999993,23.1,1.870776473227959e-08,23.125555555555554,0.03166666666666646,27.2,0.0,27.2205,0.03158915953297908,699.1,5.804213029247876,705.8333333333334,9.5553032104923
2015-02-04 18:00:00,23.075,27.175,419.0,688.0,0.0047453507196665,1,18,2,627.063125,0.8491257224928344,21.84082573803235,15875.6,23.095000000000002,0.011180339887516745,23.1205,0.033866568241326854,27.195,0.011180339887498511,27.21595,0.033076048736207876,695.8,6.6021881894483085,704.05,10.62834551541591
2015-02-04 18:01:00,23.075,27.15,419.0,690.25,0.0047409518969426,1,18,2,626.4862499999999,0.849907605927217,21.83685022626272,15927.51875,23.09,0.013693063937645127,23.116363636363637,0.03493500458643963,27.185000000000002,0.022360679774999233,27.209954545454547,0.037148657139561954,693.65,6.225061356235024,702.7954545454545,10.90771666428325
2015-02-04 18:02:00,23.1,27.1,419.0,691.0,0.0047393707305206,1,18,2,626.0100000000001,0.8523982094471552,21.860555560502014,15962.1,23.089999999999996,0.013693063937645125,23.115,0.033642505581751685,27.165,0.041833001326705234,27.200791666666664,0.047561184676989644,691.5166666666667,4.330287391027188,701.8125,10.94332997581612
2015-02-04 18:03:00,23.1,27.1666666666667,419.0,683.5,0.0047511187556095,1,18,2,627.5500000000008,0.8503064354700228,21.871173300024918,15788.85,23.09,0.013693063937645125,23.113846153846154,0.032477803070831354,27.15833333333334,0.03726779962500082,27.198166666666673,0.04650955696293644,688.4166666666666,2.9674156357941146,700.4038461538462,11.643570698200287
2015-02-04 18:04:00,23.05,27.15,419.0,687.5,0.0047337317970825,1,18,2,625.8075,0.8489867959532981,21.80519074873997,15846.875,23.08,0.02091650066336469,23.109285714285715,0.03556452115290141,27.14833333333334,0.029107081994297904,27.194726190476192,0.04650225649992288,688.05,2.938962401937114,699.4821428571429,11.706305307134004
2015-02-04 18:04:59,23.0,27.125,419.0,686.0,0.0047149421459047,1,18,2,623.875,0.8479259546816758,21.73794209330039,15778.0,23.065,0.04183300132671263,23.102,0.044392727847185724,27.13833333333334,0.026087459737511805,27.19007777777778,0.04829197190283614,687.65,3.0801785662522816,698.5833333333334,11.80538281853085
2015-02-04 18:06:00,23.0,27.125,418.5,680.5,0.0047149421459047,1,18,2,623.875,0.8479259546816758,21.73794209330039,15651.5,23.05,0.05000000000000933,23.095625000000002,0.04989572459974261,27.133333333333336,0.025685058345721053,27.18601041666667,0.04940986813830022,685.7,3.9780648561832193,697.453125,12.26840902292158
2015-02-04 18:07:00,23.0,27.2,0.0,681.5,0.0047280779496687,0,18,2,625.6,0.8455879244162043,21.74981351537096,15674.5,23.03,0.044721359550008125,23.090000000000003,0.053589877775565564,27.153333333333343,0.031512784001987544,27.186833333333336,0.04796106638606647,683.8,2.949576240750535,696.5147058823529,12.493096541402792
2015-02-04 18:08:00,22.945,27.29,0.0,685.0,0.0047279513717807,0,18,2,626.16905,0.8407838619333595,21.694405551612377,15717.325,22.999000000000002,0.03714835124203278,23.081944444444446,0.062217334658648475,27.177999999999997,0.06969576744680994,27.192564814814816,0.052500019884491225,684.1,2.9874738492579405,695.875,12.420243924751508
2015-02-04 18:08:59,22.945,27.39,0.0,685.0,0.0047454083970941,0,18,2,628.46355,0.8377141884942721,21.710180418256453,15717.325,22.978,0.03012474066281189,23.074736842105263,0.06813943392882363,27.226,0.11409425927713983,27.202956140350878,0.06822565685584202,683.6,2.4341322889276316,695.3026315789474,12.325454519400553
2015-02-04 18:10:00,22.89,27.39,0.0,689.0,0.00472950615591,0,18,2,626.9571000000001,0.8357061570988839,21.640517507469696,15771.210000000001,22.956,0.0460163014593957,23.0655,0.07813449942247164,27.278999999999996,0.11696153213770162,27.212308333333333,0.07847945078749118,684.2,3.3652637340927707,694.9875,12.079212092106085
2015-02-04 18:10:59,22.89,27.39,0.0,689.5,0.00472950615591,0,18,2,626.9571000000001,0.8357061570988839,21.640517507469696,15782.655,22.934,0.04601630145939899,23.057142857142857,0.08524334913310734,27.332,0.08555699854481989,27.220769841269842,0.0857590370390332,686.0,3.2977264895682246,694.7261904761905,11.834100411086707
2015-02-04 18:11:59,22.89,27.39,0.0,689.0,0.00472950615591,0,18,2,626.9571000000001,0.8357061570988839,21.640517507469696,15771.210000000001,22.912,0.03012474066282527,23.049545454545456,0.0905000538135754,27.369999999999997,0.04472135954997515,27.22846212121212,0.09113812895700346,687.5,2.291287847477913,694.4659090909091,11.613246720824865
2015-02-04 18:13:00,22.89,27.445,0.0,691.0,0.0047390755147466,0,18,2,628.21605,0.8340313958712349,21.64916424052798,15816.99,22.901,0.024596747752549174,23.042608695652174,0.09447064918435032,27.401,0.024596747752497757,27.237876811594205,0.09983608051806836,688.7,2.224859546128684,694.3152173913044,11.369232262935471
2015-02-04 18:14:00,22.89,27.5,0.0,688.0,0.0047486451658114,0,18,2,629.475,0.8323633336860605,21.657810973586262,15748.32,22.89,5.115920292948289e-08,23.03625,0.09750418051238448,27.423000000000002,0.04919349550499616,27.248798611111113,0.11134065517847273,689.3,1.0954451150102695,694.0520833333334,11.193802538805926
2015-02-04 18:15:00,22.89,27.5,0.0,689.5,0.0047486451658114,0,18,2,629.475,0.8323633336860605,21.657810973586262,15782.655,22.89,5.115920292948289e-08,23.0304,0.09983235948328763,27.445,0.0550000000000012,27.258846666666667,0.1200178991280512,689.4,1.083974169433879,693.87,10.995871489555299
2015-02-04 18:16:00,22.79,27.445,0.0,689.0,0.0047102240468062,0,18,2,625.47155,0.8303877462606135,21.522564610233896,15702.31,22.87,0.04472135955002768,23.021153846153844,0.10858460012642601,27.456,0.04601630145937559,27.26600641025641,0.12312974620987988,689.3,1.0954451150102695,693.6826923076923,10.81596092281037
2015-02-04 18:16:59,22.79,27.5,0.0,685.666666666667,0.0047197349991495,0,18,2,626.725,0.8287269713720103,21.531158037419846,15626.34333333334,22.85,0.05477225575054497,23.012592592592593,0.11539539360865925,27.477999999999998,0.0301247406627841,27.27467283950617,0.12886314612997804,688.6333333333334,1.9804601036682565,693.3858024691358,10.717530674290266
2015-02-04 18:17:59,22.79,27.5,0.0,687.0,0.0047197349991495,0,18,2,626.725,0.8287269713720103,21.531158037419846,15656.73,22.830000000000002,0.05477225575054749,23.00464285714286,0.12079925627859185,27.488999999999997,0.02459674775249696,27.282720238095237,0.13343156145271956,687.8333333333334,1.5456030825824905,693.1577380952382,10.58619673730676
2015-02-04 18:19:00,22.79,27.5,0.0,688.0,0.0047197349991495,0,18,2,626.725,0.8287269713720103,21.531158037419846,15679.519999999999,22.81,0.04472135955003588,22.997241379310342,0.1251398232756415,27.488999999999997,0.02459674775249696,27.29021264367816,0.1370987717211355,687.8333333333334,1.5456030825824905,692.9798850574713,10.439466837126282
2015-02-04 18:20:00,22.745,27.5,0.0,670.0,0.0047067761580489,0,18,2,625.4875000000001,0.8270906083306879,21.47421204052106,15239.150000000001,22.781,0.020124611797590067,22.988833333333332,0.1313043538247458,27.488999999999997,0.02459674775249696,27.297205555555554,0.1400534085546123,683.9333333333334,7.8859932087777675,692.213888888889,11.082732317412203
2015-02-04 18:21:00,22.7,27.4633333333333,0.0,668.666666666667,0.0046875430838439,0,18,2,623.4176666666659,0.8265563199819211,21.411598502796917,15178.733333333339,22.762999999999998,0.040249223595043564,22.972833333333334,0.13635452860563643,27.49266666666666,0.01639783183501413,27.303583333333332,0.143187434097845,679.8666666666668,9.662642840686278,690.4611111111112,10.473596919842588
2015-02-04 18:22:00,22.7,27.5,0.0,670.0,0.0046938487141081,0,18,2,624.25,0.8254542452893653,21.417295637721292,15209.0,22.744999999999997,0.04500000000004329,22.957833333333333,0.1408697327646951,27.49266666666666,0.01639783183501413,27.311333333333334,0.14739721400799236,676.7333333333333,9.849985899595024,688.9944444444445,10.1390933165766
2015-02-04 18:23:00,22.7,27.5,0.0,667.0,0.0046938487141081,0,18,2,624.25,0.8254542452893653,21.417295637721292,15140.9,22.726999999999997,0.04024922359504535,22.942833333333333,0.14363317341668874,27.49266666666666,0.01639783183501413,27.319833333333335,0.1507543928818662,672.7333333333333,8.622966749069287,687.4444444444446,9.812717853533401
2015-02-04 18:23:59,22.6666666666667,27.4266666666667,0.0,664.5,0.0046717077646175,0,18,2,621.6711111111129,0.82644597966238,21.363783599588896,15062.000000000022,22.70233333333334,0.0278787055335359,22.926722222222224,0.14666959462420878,27.477999999999998,0.03279566366998834,27.32738888888889,0.15022058068318117,668.0333333333334,2.3285665595429568,685.9861111111112,9.864893910459676
2015-02-04 18:24:59,22.7,27.6,0.0,670.0,0.0047110465325231,0,18,2,626.52,0.8224634701219311,21.432833278424116,15209.0,22.69333333333334,0.014907119850115422,22.91338888888889,0.14854368614051155,27.498,0.06461853879154854,27.340722222222222,0.1561581888628161,668.0333333333334,2.3285665595429568,684.8361111111112,9.640583203743576
2015-02-04 18:26:00,22.6,27.4266666666667,0.0,670.333333333333,0.0046526994586977,0,18,2,619.8426666666675,0.8240152561927836,21.27959643970361,15149.533333333327,22.67333333333334,0.043461349368060315,22.89672222222222,0.15480211279295006,27.49066666666668,0.07127411872480686,27.348277777777778,0.15459035184571235,668.3666666666666,2.5505990581733333,683.813888888889,9.492275628930242
2015-02-04 18:27:00,22.6,27.39,0.0,672.0,0.0046464328065348,0,18,2,619.014,0.8251183551959274,21.273934471795503,15187.2,22.653333333333343,0.05055250296038317,22.880055555555558,0.1590202783120238,27.468666666666685,0.08358628276616666,27.35461111111111,0.15217936793647052,668.7666666666667,2.9897974661986755,682.825,9.10571033626543
2015-02-04 18:28:00,22.6,27.3566666666667,0.0,658.0,0.0046407359587843,0,18,2,618.2606666666675,0.8261237384706686,21.26878722824269,14870.800000000001,22.633333333333344,0.04714045207914844,22.863388888888892,0.16135826926447747,27.44000000000002,0.09407443861112684,27.359833333333334,0.14935259394469386,666.9666666666666,5.752294228296016,681.4583333333334,9.654588917439868
2015-02-04 18:29:00,22.6,27.445,0.0,660.5,0.0046558328317807,0,18,2,620.2570000000001,0.8234648120004329,21.282427423657655,14927.300000000001,22.62,0.044721359550037226,22.846722222222226,0.16189756193946692,27.44366666666668,0.09378166132031762,27.368000000000002,0.14699115098343168,666.1666666666666,6.420453428085973,680.4972222222223,10.259807086060116
2015-02-04 18:29:59,22.6,27.4266666666667,0.0,658.0,0.0046526994586977,0,18,2,619.8426666666675,0.8240152561927836,21.27959643970361,14870.800000000001,22.6,6.157303108299373e-08,22.830888888888886,0.16202959223912614,27.40900000000002,0.03542597916784119,27.376388888888894,0.1427159138155078,663.7666666666667,6.857275130999242,679.4972222222223,10.942607227595367
2015-02-04 18:30:59,22.6,27.445,0.0,655.0,0.0046558328317807,0,18,2,620.2570000000001,0.8234648120004329,21.282427423657655,14803.000000000002,22.6,6.157303108299373e-08,22.815055555555556,0.16055428614487965,27.412666666666677,0.03852488373332896,27.386222222222226,0.13661194119714243,660.7,6.610597552415336,678.3222222222223,11.619768903648815
2015-02-04 18:32:00,22.6,27.445,0.0,654.25,0.0046558328317807,0,18,2,620.2570000000001,0.8234648120004329,21.282427423657655,14786.050000000001,22.6,6.157303108299373e-08,22.79838888888889,0.15583754886015488,27.42366666666668,0.038286202910875394,27.397722222222228,0.12577840647393715,657.15,2.534758371127269,677.0972222222223,12.161668067284253
2015-02-04 18:33:00,22.6,27.39,0.0,648.0,0.0046464328065348,0,18,2,619.014,0.8251183551959274,21.273934471795503,14644.800000000001,22.6,6.157303108299373e-08,22.781722222222225,0.14905801496837506,27.43033333333334,0.023903742152417695,27.40516666666667,0.11800005682186768,655.15,4.709033871188411,675.9138888888889,13.199952167663712
2015-02-04 18:34:00,22.5,27.3233333333333,0.0,648.666666666667,0.0046067632029783,0,18,2,614.7749999999992,0.8234717005715392,21.137578362027583,14595.000000000007,22.580000000000002,0.044721359550039017,22.76338888888889,0.14874666893681776,27.406,0.0513782271222417,27.410944444444446,0.1089735137187568,652.7833333333334,4.304229186380294,674.6194444444445,13.909595962283502
2015-02-04 18:35:00,22.5,27.445,0.0,646.0,0.004627429032145,0,18,2,617.5125,0.8198211623898115,21.15624975253531,14535.0,22.560000000000002,0.05477225575055277,22.746722222222225,0.1493315138265038,27.40966666666666,0.05381810930245506,27.421611111111115,0.09475263553724778,650.3833333333334,4.003297252127105,673.2861111111112,14.677041839280191
2015-02-04 18:36:00,22.5,27.5,0.0,646.0,0.0046367715666975,0,18,2,618.75,0.8181815206612653,21.16469024413469,14535.0,22.54,0.054772255750553826,22.73005555555556,0.1479848569278397,27.42066666666666,0.06688090576209173,27.434111111111115,0.07742470490586714,648.5833333333334,3.3839900840411374,672.1361111111112,15.424865532386695
2015-02-04 18:36:59,22.5,27.445,0.0,641.5,0.004627429032145,0,18,2,617.5125,0.8198211623898115,21.15624975253531,14433.75,22.52,0.0447213595500421,22.713388888888893,0.14465276386752135,27.42066666666666,0.06688090576209173,27.44227777777778,0.0635590101009281,646.0333333333334,2.7998015802712026,670.8027777777778,16.29197325068462
2015-02-04 18:38:00,22.39,27.29,0.0,639.0,0.0045702120879911,0,18,2,611.0231,0.8204467495614696,20.99399562384937,14307.210000000001,22.478,0.04919349550503927,22.69488888888889,0.14942157525599992,27.40066666666666,0.08947842694689584,27.442277777777782,0.0635590101009281,644.2333333333333,3.897292507483796,669.2694444444445,17.056443419799564
2015-02-04 18:39:00,22.5,27.5,0.0,640.0,0.0046367715666975,0,18,2,618.75,0.8181815206612653,21.16469024413469,14400.0,22.478,0.04919349550503927,22.68005555555556,0.1457800285722594,27.436,0.0861249092887802,27.445944444444446,0.06361203549666629,642.5,3.3166247903553563,667.7694444444445,17.59554763613745
2015-02-04 18:40:00,22.39,27.34,0.0,630.5,0.0045786471451397,0,18,2,612.1426,0.8189462988491958,21.00161664103406,14116.895,22.456,0.060249481325605224,22.66338888888889,0.1494847365530336,27.415,0.09565563234854808,27.444277777777778,0.06574751912245108,639.4,5.6502212346066285,665.8194444444446,18.385428639842875
